,Character Name,Move name,Start up,Advantage,Active frames
19,"<h1 class=""charactername"">
piranha plant
</h1>","
		Side B (Poison Breath)
		","
		10(+11)
		","
		**
		","
		21—102
		"
20,"<h1 class=""charactername"">
piranha plant
</h1>","
		Side B, Full Charge (Poison Breath, Full Charge)
		","
		10
		","
		**
		","
		21—142
		"
21,"<h1 class=""charactername"">
piranha plant
</h1>","
		Up B (Piranhacopter)
		","
		13...
		","
		**
		","
		13-14/15/16-55/56-61/62-67
		"
22,"<h1 class=""charactername"">
piranha plant
</h1>","
		Down B (Long Stem Strike)
		","
		2(+18)
		","
		-31 to -17 (-10 more when tipped over)
		","
		**
		"
23,"<h1 class=""charactername"">
piranha plant
</h1>","
		Footstool Attack
		","
		13
		","
		--
		","
		5—6
		"
24,"<h1 class=""charactername"">
piranha plant
</h1>","
		Grab
		","
		6
		","
		--
		","
		6—7
		"
25,"<h1 class=""charactername"">
piranha plant
</h1>","
		Dash Grab
		","
		9
		","
		--
		","
		9—10
		"
26,"<h1 class=""charactername"">
piranha plant
</h1>","
		Pivot Grab
		","
		9
		","
		--
		","
		9—10
		"
27,"<h1 class=""charactername"">
piranha plant
</h1>","
		Pummel
		","
		**
		","
		--
		","
		9—10
		"
28,"<h1 class=""charactername"">
piranha plant
</h1>","
		Forward Throw
		","
		13/14
		","
		--
		","
		9—10
		"
29,"<h1 class=""charactername"">
piranha plant
</h1>","
		Backward Throw
		","
		19
		","
		--
		","
		9—10
		"
30,"<h1 class=""charactername"">
piranha plant
</h1>","
		Up Throw
		","
		20
		","
		--
		","
		9—10
		"
31,"<h1 class=""charactername"">
piranha plant
</h1>","
		Down Throw
		","
		20/30/31
		","
		--
		","
		9—10
		"
32,"<h1 class=""charactername"">
piranha plant
</h1>","
		Spot Dodge
		","
		20/30/31
		","
		--
		","
		9—10
		"
33,"<h1 class=""charactername"">
piranha plant
</h1>","
		Forward Roll
		","
		20/30/31
		","
		--
		","
		9—10
		"
34,"<h1 class=""charactername"">
piranha plant
</h1>","
		Backward Roll
		","
		20/30/31
		","
		--
		","
		9—10
		"
35,"<h1 class=""charactername"">
piranha plant
</h1>","
		Neutral Air Dodge
		","
		20/30/31
		","
		--
		","
		9—10
		"
36,"<h1 class=""charactername"">
piranha plant
</h1>","
		Air Dodge, Down
		","
		20/30/31
		","
		--
		","
		9—10
		"
37,"<h1 class=""charactername"">
piranha plant
</h1>","
		Air Dodge, Diagonally Down
		","
		20/30/31
		","
		--
		","
		9—10
		"
38,"<h1 class=""charactername"">
piranha plant
</h1>","
		Air Dodge, Left/Right
		","
		20/30/31
		","
		--
		","
		9—10
		"
39,"<h1 class=""charactername"">
piranha plant
</h1>","
		Air Dodge, Diagonally Up
		","
		20/30/31
		","
		--
		","
		9—10
		"
40,"<h1 class=""charactername"">
piranha plant
</h1>","
		Air Dodge, Up
		","
		20/30/31
		","
		--
		","
		9—10
		"
41,"<h1 class=""charactername"">
piranha plant
</h1>","
			Ledge Grab
		","
		20/30/31
		","
		--
		","
		9—10
		"
42,"<h1 class=""charactername"">
piranha plant
</h1>","
			Ledge Grab
		","
		20/30/31
		","
		--
		","
		9—10
		"
43,"<h1 class=""charactername"">
piranha plant
</h1>","
				Ledge Hang
			","
		20/30/31
		","
		--
		","
		9—10
		"
