,Character Name,Move name,Start up,Advantage,Active frames
29,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Back Air
		","
		9
		","
		-4
		","
		9—11
		"
30,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Back Air (Luma)
		","
		10
		","
		**
		","
		10—15
		"
31,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Up Air
		","
		8
		","
		-7/-8/-9
		","
		8—10/11—14/15—19
		"
32,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Up Air (Luma)
		","
		6
		","
		**
		","
		6—11
		"
33,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Down Air
		","
		17
		","
		-7/-8/-9
		","
		17/18—22/23—25/26—32
		"
34,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Down Air (Luma)
		","
		15
		","
		**
		","
		15—19
		"
35,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Neutral B (Luma Shot)
		","
		10—91
		","
		-15 to -9
		","
		15—19
		"
36,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Luma Recall
		","
		--
		","
		--
		","
		15—19
		"
37,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Side B (Star Bits)
		","
		10/16/22
		","
		-22
		","
		15—19
		"
38,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Up B (Launch Star)
		","
		--
		","
		--
		","
		15—19
		"
39,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Down B (Gravitational Pull)
		","
		--
		","
		--
		","
		15—19
		"
40,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Grab
		","
		6
		","
		--
		","
		6—7
		"
41,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Dash Grab
		","
		9
		","
		--
		","
		9—10
		"
42,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Pivot Grab
		","
		10
		","
		--
		","
		10—11
		"
43,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Pummel
		","
		1
		","
		--
		","
		10—11
		"
44,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Forward Throw
		","
		28
		","
		--
		","
		10—11
		"
45,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Backward Throw
		","
		30
		","
		--
		","
		10—11
		"
46,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Up Throw
		","
		13
		","
		--
		","
		10—11
		"
47,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Down Throw
		","
		13
		","
		--
		","
		10—11
		"
48,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Spot Dodge
		","
		13
		","
		--
		","
		10—11
		"
49,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Forward Roll
		","
		13
		","
		--
		","
		10—11
		"
50,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Backward Roll
		","
		13
		","
		--
		","
		10—11
		"
51,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Neutral Air Dodge
		","
		13
		","
		--
		","
		10—11
		"
52,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Air Dodge, Down
		","
		13
		","
		--
		","
		10—11
		"
53,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Air Dodge, Diagonally Down
		","
		13
		","
		--
		","
		10—11
		"
54,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Air Dodge, Left/Right
		","
		13
		","
		--
		","
		10—11
		"
55,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Air Dodge, Diagonally Up
		","
		13
		","
		--
		","
		10—11
		"
56,"<h1 class=""charactername"">
rosalina and luma
</h1>","
		Air Dodge, Up
		","
		13
		","
		--
		","
		10—11
		"
57,"<h1 class=""charactername"">
rosalina and luma
</h1>","
			Ledge Grab
		","
		13
		","
		--
		","
		10—11
		"
58,"<h1 class=""charactername"">
rosalina and luma
</h1>","
			Ledge Grab
		","
		13
		","
		--
		","
		10—11
		"
59,"<h1 class=""charactername"">
rosalina and luma
</h1>","
				Ledge Hang
			","
		13
		","
		--
		","
		10—11
		"
