,Character Name,Move name,Start up,Advantage,Active frames
30,"<h1 class=""charactername"">
terry
</h1>","
		Backward Throw
		","
		21
		","
		-45
		","
		10—11
		"
31,"<h1 class=""charactername"">
terry
</h1>","
		Up Throw
		","
		12/13
		","
		-45
		","
		10—11
		"
32,"<h1 class=""charactername"">
terry
</h1>","
		Down Throw
		","
		23
		","
		-45
		","
		10—11
		"
33,"<h1 class=""charactername"">
terry
</h1>","
		Spot Dodge
		","
		23
		","
		-45
		","
		10—11
		"
34,"<h1 class=""charactername"">
terry
</h1>","
		Spot Dodge ATTACK
		","
		5
		","
		-17
		","
		5—9
		"
35,"<h1 class=""charactername"">
terry
</h1>","
		Forward Roll
		","
		5
		","
		-17
		","
		5—9
		"
36,"<h1 class=""charactername"">
terry
</h1>","
		Backward Roll
		","
		5
		","
		-17
		","
		5—9
		"
37,"<h1 class=""charactername"">
terry
</h1>","
		Neutral Air Dodge
		","
		5
		","
		-17
		","
		5—9
		"
38,"<h1 class=""charactername"">
terry
</h1>","
		Air Dodge, Down
		","
		5
		","
		-17
		","
		5—9
		"
39,"<h1 class=""charactername"">
terry
</h1>","
		Air Dodge, Diagonally Down
		","
		5
		","
		-17
		","
		5—9
		"
40,"<h1 class=""charactername"">
terry
</h1>","
		Air Dodge, Left/Right
		","
		5
		","
		-17
		","
		5—9
		"
41,"<h1 class=""charactername"">
terry
</h1>","
		Air Dodge, Diagonally Up
		","
		5
		","
		-17
		","
		5—9
		"
42,"<h1 class=""charactername"">
terry
</h1>","
		Air Dodge, Up
		","
		5
		","
		-17
		","
		5—9
		"
43,"<h1 class=""charactername"">
terry
</h1>","
			Ledge Grab
		","
		5
		","
		-17
		","
		5—9
		"
44,"<h1 class=""charactername"">
terry
</h1>","
			Ledge Grab
		","
		5
		","
		-17
		","
		5—9
		"
45,"<h1 class=""charactername"">
terry
</h1>","
				Ledge Hang
			","
		5
		","
		-17
		","
		5—9
		"
