,Character Name,Move name,Start up,Advantage,Active frames
35,"<h1 class=""charactername"">
cloud
</h1>","
		Forward Roll
		","
		18
		","
		-70/-71
		","
		13—14
		"
36,"<h1 class=""charactername"">
cloud
</h1>","
		Backward Roll
		","
		18
		","
		-70/-71
		","
		13—14
		"
37,"<h1 class=""charactername"">
cloud
</h1>","
		Neutral Air Dodge
		","
		18
		","
		-70/-71
		","
		13—14
		"
38,"<h1 class=""charactername"">
cloud
</h1>","
		Air Dodge, Down
		","
		18
		","
		-70/-71
		","
		13—14
		"
39,"<h1 class=""charactername"">
cloud
</h1>","
		Air Dodge, Diagonally Down
		","
		18
		","
		-70/-71
		","
		13—14
		"
40,"<h1 class=""charactername"">
cloud
</h1>","
		Air Dodge, Left/Right
		","
		18
		","
		-70/-71
		","
		13—14
		"
41,"<h1 class=""charactername"">
cloud
</h1>","
		Air Dodge, Diagonally Up
		","
		18
		","
		-70/-71
		","
		13—14
		"
42,"<h1 class=""charactername"">
cloud
</h1>","
		Air Dodge, Up
		","
		18
		","
		-70/-71
		","
		13—14
		"
43,"<h1 class=""charactername"">
cloud
</h1>","
			Ledge Grab
		","
		18
		","
		-70/-71
		","
		13—14
		"
44,"<h1 class=""charactername"">
cloud
</h1>","
			Ledge Grab
		","
		18
		","
		-70/-71
		","
		13—14
		"
45,"<h1 class=""charactername"">
cloud
</h1>","
				Ledge Hang
			","
		18
		","
		-70/-71
		","
		13—14
		"
