,Character Name,Move name,Start up,Advantage,Active frames
18,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Down B (Pokemon Change)
		","
		--
		","
		--
		","
		**
		"
19,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Grab
		","
		6
		","
		--
		","
		6—7
		"
20,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Dash Grab
		","
		8
		","
		--
		","
		8—9
		"
21,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Pivot Grab
		","
		9
		","
		--
		","
		9—10
		"
22,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Pummel
		","
		1
		","
		--
		","
		9—10
		"
23,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Forward Throw
		","
		11/13
		","
		--
		","
		9—10
		"
24,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Backward Throw
		","
		27
		","
		--
		","
		9—10
		"
25,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Up Throw
		","
		16/18
		","
		--
		","
		9—10
		"
26,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Down Throw
		","
		22/30
		","
		--
		","
		9—10
		"
27,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Spot Dodge
		","
		22/30
		","
		--
		","
		9—10
		"
28,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Forward Roll
		","
		22/30
		","
		--
		","
		9—10
		"
29,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Backward Roll
		","
		22/30
		","
		--
		","
		9—10
		"
30,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Neutral Air Dodge
		","
		22/30
		","
		--
		","
		9—10
		"
31,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Air Dodge, Down
		","
		22/30
		","
		--
		","
		9—10
		"
32,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Air Dodge, Diagonally Down
		","
		22/30
		","
		--
		","
		9—10
		"
33,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Air Dodge, Left/Right
		","
		22/30
		","
		--
		","
		9—10
		"
34,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Air Dodge, Diagonally Up
		","
		22/30
		","
		--
		","
		9—10
		"
35,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
		Air Dodge, Up
		","
		22/30
		","
		--
		","
		9—10
		"
36,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
			Ledge Grab
		","
		22/30
		","
		--
		","
		9—10
		"
37,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
			Ledge Grab
		","
		22/30
		","
		--
		","
		9—10
		"
38,"<h1 class=""charactername"">
Pokemon Trainer: Squirtle
</h1>","
				Ledge Hang
			","
		22/30
		","
		--
		","
		9—10
		"
