,Character Name,Move name,Start up,Total frames,Landingag,Notes,Base damage,Shield lag,Shield stun,Which hit box,Advantage,Active frames
30,"<h1 class=""charactername"">
sonic
</h1>","
		Backward Roll
		","
		18/26/34/42
		","
		33
		","
		--
		","
		Invulnerable on frame 4-15
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
31,"<h1 class=""charactername"">
sonic
</h1>","
		Neutral Air Dodge
		","
		18/26/34/42
		","
		50
		","
		10
		","
		Invulnerable on frame 2-26
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
32,"<h1 class=""charactername"">
sonic
</h1>","
		Air Dodge, Down
		","
		18/26/34/42
		","
		66
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
33,"<h1 class=""charactername"">
sonic
</h1>","
		Air Dodge, Diagonally Down
		","
		18/26/34/42
		","
		74
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
34,"<h1 class=""charactername"">
sonic
</h1>","
		Air Dodge, Left/Right
		","
		18/26/34/42
		","
		81
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
35,"<h1 class=""charactername"">
sonic
</h1>","
		Air Dodge, Diagonally Up
		","
		18/26/34/42
		","
		99
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
36,"<h1 class=""charactername"">
sonic
</h1>","
		Air Dodge, Up
		","
		18/26/34/42
		","
		107
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
37,"<h1 class=""charactername"">
sonic
</h1>","
			Ledge Grab
		","
		18/26/34/42
		","
		107
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
38,"<h1 class=""charactername"">
sonic
</h1>","
			Ledge Grab
		","
		18/26/34/42
		","
		107
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
39,"<h1 class=""charactername"">
sonic
</h1>","
				Ledge Hang
			","
		18/26/34/42
		","
		107
		","
		11-19
		","
		Invulnerable on frame 2-19
		","
		1.0/5.0
		","
		5/6
		","
		4/6
		","
		--
		","
		-1
		","
		11—12
		"
