,Character Name,Move name,Start up,Total frames,Landingag,Notes,Base damage,Shield lag,Shield stun,Which hit box,Advantage,Active frames
20,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Grab
		","
		6
		","
		34
		","
		--
		","
		--		
		","
		--
		","
		--
		","
		--
		","
		--
		","
		--
		","
		6—7
		"
21,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Dash Grab
		","
		9
		","
		42
		","
		--
		","
		--		
		","
		--
		","
		--
		","
		--
		","
		--
		","
		--
		","
		9—10
		"
22,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Pivot Grab
		","
		10
		","
		37
		","
		--
		","
		--		
		","
		--
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
23,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Pummel
		","
		1
		","
		19
		","
		--
		","
		Total frames includes 13 frames of hitlag
		","
		1.3
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
24,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Forward Throw
		","
		36/38
		","
		49
		","
		--
		","
		--		
		","
		3.0/7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
25,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Backward Throw
		","
		19/21
		","
		49
		","
		--
		","
		--		
		","
		3.0/6.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
26,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Up Throw
		","
		28
		","
		49
		","
		--
		","
		--		
		","
		8.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
27,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Down Throw
		","
		24
		","
		49
		","
		--
		","
		--		
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
28,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Spot Dodge
		","
		24
		","
		20/25
		","
		--
		","
		Invulnerable on frame 3-17
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
29,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Forward Roll
		","
		24
		","
		29
		","
		--
		","
		Invulnerable on frame 4-15
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
30,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Backward Roll
		","
		24
		","
		34
		","
		--
		","
		Invulnerable on frame 5-16
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
31,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Neutral Air Dodge
		","
		24
		","
		57
		","
		10
		","
		Invulnerable on frame 3-28
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
32,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Air Dodge, Down
		","
		24
		","
		80
		","
		11-19
		","
		Invulnerable on frame 3-21	
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
33,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Air Dodge, Diagonally Down
		","
		24
		","
		88
		","
		11-19
		","
		Invulnerable on frame 3-21	
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
34,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Air Dodge, Left/Right
		","
		24
		","
		96
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
35,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Air Dodge, Diagonally Up
		","
		24
		","
		107
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
36,"<h1 class=""charactername"">
wii fit trainer
</h1>","
		Air Dodge, Up
		","
		24
		","
		124
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
37,"<h1 class=""charactername"">
wii fit trainer
</h1>","
			Ledge Grab
		","
		24
		","
		124
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
38,"<h1 class=""charactername"">
wii fit trainer
</h1>","
			Ledge Grab
		","
		24
		","
		124
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
39,"<h1 class=""charactername"">
wii fit trainer
</h1>","
				Ledge Hang
			","
		24
		","
		124
		","
		11-19
		","
		Invulnerable on frame 3-21
		","
		7.0
		","
		--
		","
		--
		","
		--
		","
		--
		","
		10—11
		"
